STATE,zipcode,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,A00200,N00200,N00300,A00300,SCHF,N02300,A02300,N02500,A02500,N06500,A06500,N10300,A10300,N19700,A19700
GA,0,4378660,1872710,1507070,900630,2307480,8960160,3324700,71470,33390,38080,6830,37370,957130,857660,270829849,4378660,274455068,194483223,3709930,918210,1428854,42430,130260,355065,500070,7024799,2761230,34107978,3178980,36431542,1255380,9059753
GA,30002,3100,1610,1010,420,1580,5600,1600,50,20,30,0,0,530,780,252844,3100,257088,184877,2540,1030,701,0,80,274,420,6245,2310,36099,2490,38255,1280,7447
GA,30004,26740,10340,13390,2460,14010,60140,22530,320,40,280,0,0,2160,4530,3693023,26740,3743973,2746068,23190,9650,20475,110,490,1730,2530,43102,20970,666077,22380,696818,12740,119430
GA,30005,15540,5700,8340,1190,7680,35800,13770,120,30,90,0,0,1040,2190,2022149,15540,2048925,1597221,13970,5800,10872,20,330,1112,1080,19962,12490,347466,13160,361325,7500,50738
GA,30008,13050,5920,3300,3510,6900,27380,11570,260,110,150,40,90,3260,1810,492019,13050,497818,409397,10760,1520,696,0,380,1208,900,10712,6750,38598,9060,44032,2940,12479
GA,30009,8080,3900,3190,830,3990,15650,5020,160,0,160,0,0,760,1830,867539,8080,878759,619549,6620,2740,4428,0,180,587,1050,15783,6260,149044,6710,155670,3270,21999
GA,30011,7300,3070,2850,1200,3200,15350,5760,90,0,90,0,30,1500,1090,353068,7300,356437,293618,6460,1060,711,30,190,565,590,6974,4810,30420,5470,33074,1960,8761
GA,30012,11720,4690,3250,3530,6560,25460,10990,150,30,110,0,140,3150,2130,469247,11720,473928,356481,9790,1540,1973,30,340,993,1170,14294,6080,39534,7620,43632,2540,12834
GA,30013,12280,5190,3350,3460,6460,24810,9790,140,40,100,0,110,3420,2370,554868,12280,561168,428365,10330,1870,1791,0,420,1375,1380,17910,7180,48597,8570,52984,3660,19795
GA,30014,14650,5780,4930,3630,7760,31030,12170,60,0,60,0,170,4080,2890,699722,14650,707969,528886,12330,2560,3424,100,440,1205,1720,22883,8650,65632,10270,70996,3930,22060
GA,30016,23370,9280,6600,6800,11560,49460,20620,230,60,170,0,230,7320,3400,926630,23370,935287,791281,20420,2610,1450,50,900,2675,1940,21035,13320,65183,16070,71840,6700,29409
GA,30017,10240,3940,4410,1620,5310,22050,8280,90,0,90,0,0,1550,2090,700308,10240,709068,547078,8720,2630,2693,0,240,890,1230,17532,7230,79828,8080,85073,4270,25504
GA,30019,19860,7490,9420,2500,9730,44500,17270,180,30,150,0,40,2740,3460,1427853,19860,1445326,1117409,17110,4730,4322,60,480,1556,2110,30393,14150,163654,15770,174434,8320,44447
GA,30021,11500,5590,3230,2540,8390,24670,10290,220,100,110,40,50,3540,820,298472,11500,301423,270083,10480,640,242,0,220,602,280,2871,4690,14089,6190,16771,1340,4452
GA,30022,29400,12000,14000,2840,14850,63230,22830,310,50,270,0,30,2470,5390,3896098,29400,3954163,2728435,25450,10740,20060,40,620,2293,2720,48267,22560,693117,24390,726736,13570,167870
GA,30024,33050,11800,17450,3090,17170,77050,30110,260,30,230,0,20,2620,5320,3399651,33050,3446516,2640644,28620,11250,14003,70,700,2390,2860,46224,24890,517930,27220,544052,15280,106594
GA,30025,4060,1490,1780,700,2230,8670,3070,30,0,30,0,40,1050,1020,237827,4060,241508,168305,3370,930,948,80,120,251,630,9097,2670,25485,3060,27294,1430,7901
GA,30028,10320,3830,5280,1030,5260,23060,8380,70,0,70,0,0,1230,2010,760066,10320,770419,577628,8840,2710,3040,100,190,618,1300,18369,7630,92581,8320,98268,3950,17733
GA,30030,12980,6130,5200,1360,6150,25880,8300,230,30,200,0,0,1330,2780,1410576,12980,1437975,1036770,10840,5170,5961,20,230,685,1430,22484,10500,219047,11080,234513,6230,38395
GA,30032,20240,10360,2620,6850,10070,36730,14420,620,230,400,80,290,7710,3460,615260,20240,622736,497892,17310,1760,731,0,640,2000,1590,15295,10100,44796,12840,50318,3590,16817
GA,30033,14040,7530,4980,1180,6680,24940,6500,240,30,210,0,0,1430,3720,1202379,14040,1221234,864559,11370,5250,7003,20,230,764,2150,33319,11160,175414,11870,185730,5640,31938
GA,30034,21490,10200,3320,7350,10950,39460,15480,530,260,260,60,250,7560,4470,767593,21490,774691,612978,18380,2240,723,0,720,2271,2260,24433,11700,57287,14230,62184,6140,35292
GA,30035,10030,4730,1290,3750,5060,18950,7990,220,80,140,0,120,3890,1650,307299,10030,310520,260605,8730,750,317,0,320,959,780,7501,4930,18977,6310,21419,2260,11171
GA,30038,17920,8100,2950,6310,9300,34160,14100,340,120,220,40,190,6190,2810,704503,17920,712042,596112,15640,1730,608,0,680,2252,1370,15874,9910,53983,12110,59086,5680,32424
GA,30039,21470,9040,6100,5660,11290,43780,17520,320,120,200,20,130,5380,3350,989168,21470,1000059,829518,18690,2960,2062,0,670,2349,1750,22861,13000,83298,15480,90812,7170,34046
GA,30040,29130,10700,14870,2990,14770,66840,25290,270,0,270,0,20,2800,5730,2586583,29130,2619488,1980066,24660,9000,11402,100,580,1901,3580,56460,21990,349116,23880,367623,12870,70394
GA,30041,27790,9860,15350,2040,14230,64080,23480,190,0,190,0,0,2230,6050,2993713,27790,3039433,2199753,23410,10070,14200,100,540,1942,3960,65861,21720,462860,23170,482807,12940,88903
GA,30043,38720,16720,14970,6100,19370,79830,29520,460,60,400,0,80,5670,6080,2290139,38720,2320669,1787052,33310,7970,7027,40,930,3179,3160,42297,25670,251216,30120,272305,12590,69108
GA,30044,40750,17950,12830,9080,22870,86010,34940,490,80,410,20,130,7590,5340,1714258,40750,1737962,1400628,33690,5720,4337,30,1070,3448,2450,32031,22750,143639,30040,164444,9850,41632
GA,30045,16770,6650,5980,3670,9020,36500,15010,180,40,140,0,50,3470,2270,863515,16770,873549,716030,14580,2720,1979,0,480,1589,1230,16168,10470,77079,12520,84572,5970,28027
GA,30046,17360,7740,4840,4410,9860,35970,14680,260,50,210,0,110,4060,2560,664457,17360,673438,511705,14390,2240,2662,0,440,1426,1340,16843,9200,51166,12130,58826,3670,19205
GA,30047,28920,11700,11820,4670,15450,62000,23330,340,50,290,0,50,3650,6190,1669948,28920,1694034,1224002,23320,6940,7319,50,620,1916,3320,49623,18340,181056,22360,197894,9050,46678
GA,30052,29110,11360,11950,5030,14370,62420,23570,320,60,270,0,80,5750,5490,1567060,29110,1584802,1243425,24750,5780,5865,80,700,2326,3400,44600,19540,144097,22170,155731,9990,45817
GA,30054,5060,1860,2190,860,2670,10600,3620,30,0,30,0,30,1090,1290,286723,5060,289799,205299,4090,1200,1083,40,140,370,830,11902,3280,30451,3780,32398,1610,9790
GA,30055,1370,490,710,160,800,2990,1000,0,0,0,0,0,240,390,82580,1370,83372,59056,1100,360,427,70,30,92,240,3201,920,9106,1040,9645,510,2271
GA,30056,1090,390,510,180,610,2410,880,0,0,0,0,0,260,240,57021,1090,57787,41330,890,210,238,40,40,102,140,1631,670,5741,780,6235,290,1134
GA,30058,25560,11650,3610,9620,13260,49210,21150,440,150,300,30,300,9640,3240,882460,25560,891867,780844,22730,1920,836,0,970,3168,1470,14803,13140,60222,16620,66796,7220,35937
GA,30060,15860,7570,3760,4200,8520,33780,14740,270,110,150,40,120,3720,2330,616598,15860,625504,460889,12740,1900,3369,0,350,1054,1100,13770,7680,60157,10600,68398,2720,15644
GA,30062,30140,12140,14160,3220,14510,63860,22060,330,70,250,0,40,2980,7550,2933168,30140,2979204,2155662,24850,10660,13919,60,680,2337,4560,79171,22790,447779,24810,473675,12900,91566
GA,30064,22500,9190,10140,2640,11350,46110,15210,280,70,210,0,40,2750,6100,2096435,22500,2131875,1426131,18210,7530,12556,50,520,1734,3810,63974,16830,315563,18360,333625,9630,84793
GA,30066,27250,11780,11980,2890,12650,54970,17870,370,70,310,0,30,3290,6570,2141792,27250,2170559,1632657,22630,8070,8865,40,650,2101,3870,61218,20410,289597,22270,305945,10440,57123
GA,30067,22870,11730,6350,4290,11270,42290,14110,290,110,180,30,90,4770,3610,2095565,22870,2130660,1272578,18910,4900,18792,30,570,1894,1990,35606,14810,349378,17380,370508,6130,116166
GA,30068,15560,6210,7980,1060,8360,33070,10820,170,20,150,0,0,920,4930,2135239,15560,2174542,1410194,12080,7270,14429,40,280,1061,3120,59081,12430,379968,13210,401549,7720,73139
GA,30071,11240,4860,3210,2970,6850,25540,11580,130,50,80,0,40,2040,1210,448066,11240,455118,359568,8960,1340,1221,0,250,801,470,6024,5290,41403,7780,48105,2120,10695
GA,30075,25250,10270,12550,1940,13100,53280,17800,310,50,270,0,0,1850,6710,3316783,25250,3368251,2316664,20720,10290,17157,60,490,1640,3990,72941,19950,581674,21250,611179,13060,117504
GA,30076,20810,9410,8090,2880,10410,43230,15570,330,80,250,0,40,2610,4590,1895675,20810,1927916,1311047,17340,5960,9221,40,430,1527,2620,46186,14510,291618,16290,307582,7930,54108
GA,30078,16380,6800,6220,2930,8370,33660,12360,220,40,180,0,60,2770,3660,1065702,16380,1081224,770694,13640,4040,5260,30,420,1311,2210,31858,10830,131903,12440,140291,5640,32999
GA,30079,1300,660,270,380,620,2450,930,30,0,30,0,0,370,160,54116,1300,54818,47642,1140,160,37,0,30,99,60,461,740,5211,940,5705,270,929
GA,30080,25350,13490,7040,4240,12580,46450,14780,280,110,190,20,80,4610,3340,1859931,25350,1887887,1510604,22290,5550,5830,30,620,2191,1720,26789,18460,265921,20490,281323,8120,51531
GA,30082,12910,6050,4590,1860,6200,24800,7790,160,60,110,0,30,2030,2450,1031392,12910,1044558,822349,10950,3700,3502,20,380,1299,1420,21227,9560,143250,10550,151307,5210,30542
GA,30083,25010,12350,4280,7840,14090,47920,19550,480,160,320,50,270,8080,3500,771293,25010,780173,643477,21590,2220,1039,0,850,2551,1530,17212,12220,51109,16090,58753,4940,22180
GA,30084,18520,8850,6020,3230,10060,37580,13800,270,60,200,0,40,2600,3850,995164,18520,1008985,739627,14720,4350,5034,20,400,1239,2010,28251,11640,108715,14100,118308,5490,25550
GA,30087,17950,7840,5770,3700,9580,34770,12000,300,70,230,20,60,3660,4770,1135542,17950,1149326,789094,14520,4280,6037,50,550,1848,2900,47025,11940,132004,13630,140878,7230,49508
GA,30088,12500,5990,2000,4180,6340,23470,9520,250,80,170,20,170,4390,2130,421653,12500,426114,354302,10920,1110,425,0,460,1486,990,10857,6440,29771,8030,32985,3140,15994
GA,30092,16940,7880,5550,3160,8220,33600,12190,170,40,130,0,50,3040,2880,1385778,16940,1408292,974081,14430,4450,9274,20,390,1294,1560,26605,11400,206012,13050,219322,5540,49098
GA,30093,23510,10850,5180,7170,13740,52290,24330,240,70,170,0,90,5160,1780,657712,23510,668290,543702,18630,1490,878,0,570,1694,620,6558,9870,36286,15790,48796,2950,11433
GA,30094,14470,6030,4980,3020,7420,28560,10020,150,40,110,0,90,3130,3510,766369,14470,774174,572825,11960,2990,2891,40,450,1322,2180,30139,9510,74562,10740,79575,4880,28667
GA,30096,32430,15260,9890,6500,17140,63270,22670,390,100,290,30,90,5910,5110,1673279,32430,1699756,1295642,27320,5910,8766,40,850,2822,2390,33772,20130,190184,24360,206587,7700,41212
GA,30097,20320,7630,10330,1890,11710,45070,16430,160,20,140,0,0,1430,3830,2936565,20320,2981695,1937919,17090,7720,22390,40,350,1334,1990,37637,15260,555605,16810,584281,8830,131986
GA,30101,26650,10800,11940,3240,12700,56740,20700,260,60,200,0,30,3700,4910,2047951,26650,2073117,1591895,23080,6640,6279,50,600,2012,3040,47001,19460,264740,21300,279209,10700,61373
GA,30102,18520,8150,7130,2870,8370,37700,13340,190,110,80,30,40,3230,3180,994262,18520,1006127,809023,15900,3320,3561,30,440,1273,1750,23250,12420,101972,14270,109887,5360,22729
GA,30103,5950,2140,2640,1040,3440,12920,4690,40,0,40,0,50,1230,1070,291364,5950,294154,234858,5150,1050,765,140,260,538,660,8080,3890,26588,4420,28698,1240,6020
GA,30104,1880,630,770,440,1050,4020,1480,0,0,0,0,30,500,360,79900,1880,80361,64817,1610,280,93,50,70,126,230,2349,1150,6156,1350,6693,370,1543
GA,30105,1100,440,520,110,670,2120,590,0,0,0,0,0,120,320,66119,1100,66774,43405,900,290,368,70,50,120,220,3064,760,6855,830,7327,280,2787
GA,30106,9800,4520,2200,2830,5110,19220,7620,190,80,120,0,80,2860,1520,370305,9800,374210,309242,8350,1120,1076,0,300,1022,780,9163,5540,27391,6810,30576,2360,10738
GA,30107,6400,2410,3250,590,3310,13470,4330,40,0,40,0,0,890,1450,422313,6400,427698,316144,5380,1650,1563,90,140,406,920,12994,4650,47336,5100,50808,2210,9498
GA,30108,3140,1200,1330,560,1740,6560,2260,0,0,0,0,0,640,700,140324,3140,141922,107793,2650,550,531,160,170,303,440,5203,1940,11783,2220,13155,640,3139
GA,30110,5180,1840,2390,860,2810,11440,4180,40,0,40,0,60,1100,1080,269566,5180,272238,208741,4370,1020,1249,80,190,364,670,8375,3340,25024,3810,27031,1280,7356
GA,30113,2220,770,1030,400,1280,4870,1710,0,0,0,0,30,510,530,98387,2220,99193,72685,1810,420,432,90,90,194,320,3891,1340,7847,1560,8644,440,2338
GA,30114,21750,8290,9910,3110,10760,48190,18200,250,110,140,20,90,3100,4520,1534133,21750,1553886,1134517,18070,5200,6012,70,430,1425,2990,46486,15070,186931,16890,198362,7550,45963
GA,30115,18550,6800,9480,1850,9080,40820,14490,200,90,110,0,40,2220,4080,1489364,18550,1512662,1085850,15560,5410,7211,130,360,1244,2640,42826,13840,190724,15140,202558,7460,41671
GA,30116,9790,3730,4010,1870,4970,21150,7990,60,0,60,0,100,2030,1800,531552,9790,536771,411709,8450,1780,2344,130,310,579,1160,16150,6130,56170,7010,59852,2510,15522
GA,30117,13900,6120,4280,3280,6980,28450,11130,70,0,70,0,160,3180,2570,664659,13900,672324,468641,12000,2370,4134,160,440,867,1610,24269,7840,72002,9210,77333,2760,19890
GA,30120,17300,6920,6470,3610,10590,37010,14350,110,0,110,0,170,3590,3380,937649,17300,948205,668291,14670,3180,7397,100,540,1213,2010,28709,10770,100708,12500,107952,4320,28532
GA,30121,9520,3910,3460,1940,5500,19720,7300,70,0,70,0,80,2200,1640,449521,9520,453966,356978,8330,1440,1837,30,310,773,930,12131,5940,43063,6860,46350,2050,10917
GA,30122,10740,5000,2510,2980,5580,20950,8150,120,60,50,0,60,3160,1560,430188,10740,434568,369288,9420,1210,1026,0,340,1117,820,9780,6340,34171,7540,37293,2600,12939
GA,30124,1250,500,540,190,700,2520,780,20,0,20,0,0,230,360,59830,1250,60254,41929,990,260,115,60,60,171,220,2873,830,5470,930,5809,260,1254
GA,30125,9140,3260,3450,2280,5920,20710,8570,110,0,110,0,140,2300,1920,365890,9140,368980,281727,7780,1420,1351,180,500,1064,1150,13240,5090,27245,6030,29867,1510,9026
GA,30126,18160,7810,5610,4150,9970,37840,14750,230,100,130,20,90,3980,2740,1294802,18160,1310636,1041948,15640,3620,5238,20,530,1755,1420,19030,11760,176283,13720,186981,6720,49362
GA,30127,29740,12110,11350,5470,14760,61910,23120,420,120,300,30,110,5790,5590,1858373,29740,1879610,1461440,25450,6290,7177,70,840,2877,3370,47819,20110,210408,22660,223427,11010,67806
GA,30132,15490,5780,6900,2450,7200,34040,12740,180,50,130,0,50,3060,2710,877035,15490,885983,715188,13450,2870,2663,50,400,1277,1720,22442,10770,82013,11950,87725,5190,21829
GA,30134,19140,7830,5820,5030,9580,40510,16650,170,60,110,20,200,5490,2640,804213,19140,812647,674439,16810,2250,1449,40,640,1943,1500,18433,11030,62634,13300,68654,4910,23735
GA,30135,28980,12010,10120,6070,14280,59860,22600,270,110,170,30,170,6550,5170,1579333,28980,1596036,1256984,25050,4940,4738,50,900,2804,3250,44616,18700,161298,21370,171911,9560,54892
GA,30137,730,320,250,140,420,1480,550,0,0,0,0,0,150,150,31316,730,31516,24524,610,110,36,0,20,59,90,1051,440,2727,520,2936,120,668
GA,30139,1660,610,770,240,950,3570,1260,0,0,0,0,20,350,360,72902,1660,73629,58294,1430,340,236,70,80,147,200,2345,1070,5739,1230,6284,290,1217
GA,30141,10000,4090,3680,1940,4660,20570,7520,130,40,90,0,50,2220,1680,510331,10000,515783,405861,8680,1560,2296,40,290,930,1030,12578,6710,48563,7500,52028,2950,14615
GA,30143,10140,3740,5100,1080,5700,19990,5320,80,0,80,0,50,1600,3660,705136,10140,714485,381720,7690,3480,5062,120,250,621,2570,43476,7190,81697,8020,87112,3270,16583
GA,30144,24580,12380,8130,3450,10690,45860,15050,250,70,180,0,40,4170,3880,1362369,24580,1378991,1119718,21460,4490,3755,20,610,2115,2230,31791,17290,146074,19280,155302,7100,31043
GA,30145,3310,1220,1560,480,1880,7310,2740,30,0,30,0,20,650,600,188813,3310,190669,147554,2890,640,288,70,150,286,380,4792,2200,19196,2500,20383,910,5136
GA,30147,1810,730,710,360,960,3890,1430,20,0,20,0,0,410,370,75743,1810,76275,60534,1550,290,145,20,100,188,240,2800,1110,5863,1290,6362,340,2011
GA,30148,320,140,160,30,190,630,150,0,0,0,0,0,60,110,14029,320,14115,8798,240,80,22,0,0,0,60,863,200,1198,250,1315,60,198
GA,30152,19770,8300,8570,2480,9470,41170,14750,200,60,140,0,30,2390,3830,1796333,19770,1822490,1320348,16970,5720,7505,50,430,1422,2310,37499,14460,275192,15870,289418,7960,61975
GA,30153,7560,2830,2890,1650,4140,16040,5970,60,0,60,0,100,2090,1460,318179,7560,320862,253728,6400,1120,886,110,280,639,870,9862,4600,24567,5360,26739,1620,6991
GA,30157,19950,7860,8410,3180,8840,42710,15670,190,80,110,0,70,4240,3050,1034737,19950,1045215,866010,17610,3090,1793,60,560,1673,1880,22411,13780,91035,15390,97560,6050,24245
GA,30161,13490,5460,4680,3120,7660,27620,10240,320,20,300,0,100,3140,3320,750509,13490,760380,474862,11100,2930,4996,160,650,1396,2070,29465,8060,81329,9300,87519,3070,41956
GA,30165,16320,6270,5790,3980,9450,35830,14680,280,30,260,0,150,3470,3370,829034,16320,844195,554327,13750,3040,4869,130,820,1399,2170,29416,9400,86177,10850,92649,3310,45433
GA,30168,11590,5170,1890,4270,6550,24920,11840,170,110,70,30,120,4060,1100,368285,11590,372349,329114,10300,800,470,0,410,1284,500,5346,5360,22339,7100,25663,2370,11435
GA,30170,1220,460,600,150,690,2610,900,0,0,0,0,0,230,310,62059,1220,62591,45547,980,260,208,100,50,95,190,2483,800,5790,910,6313,290,1769
GA,30171,1420,510,700,180,830,3080,1040,0,0,0,0,0,230,330,76688,1420,77403,59973,1190,320,147,40,50,93,210,2648,1000,7333,1120,7865,390,1506
GA,30173,2660,940,1190,470,1470,5730,2030,30,0,30,0,20,560,580,125621,2660,126474,99342,2300,510,334,50,160,316,390,5111,1740,10309,1960,11120,610,3406
GA,30175,2490,880,1190,360,1480,5280,1740,0,0,0,0,30,620,620,120777,2490,122029,86301,2020,580,690,60,70,163,400,5344,1570,11709,1850,12757,530,2166
GA,30176,2630,990,1130,470,1520,5570,1960,0,0,0,0,0,610,580,108845,2630,109844,83539,2190,470,552,60,120,206,320,3805,1600,8457,1880,9227,440,2424
GA,30177,280,110,120,50,170,560,180,0,0,0,0,0,70,80,12122,280,12213,8196,220,70,22,0,0,0,50,729,180,948,220,1054,50,163
GA,30178,1630,610,800,210,980,3480,1170,0,0,0,0,0,280,340,88330,1630,89090,67946,1420,310,193,60,70,129,190,2541,1100,8519,1270,9125,440,2206
GA,30179,7270,2760,3060,1250,3570,15640,5730,20,0,20,0,60,1600,1130,325924,7270,328871,268113,6290,970,591,80,280,601,690,8167,4700,25183,5360,27459,1740,7376
GA,30180,15330,5920,6040,2980,7530,32730,12270,90,20,70,0,130,3380,2890,823606,15330,832477,640990,13060,2540,2789,80,480,1309,1810,24470,10000,81493,11430,86888,4570,22691
GA,30182,1040,360,490,190,570,2330,870,0,0,0,0,0,230,210,47019,1040,47354,37051,900,150,80,50,50,129,130,1469,640,3707,750,4052,200,829
GA,30183,2450,970,1230,220,1290,4850,1330,0,0,0,0,0,310,820,175021,2450,177401,106025,1940,740,663,40,50,155,560,8694,1790,21340,1960,22704,850,5044
GA,30184,2940,1070,1490,320,1680,6120,1910,20,0,20,0,0,410,680,202337,2940,204927,145976,2460,680,542,30,80,223,420,6014,2080,26424,2320,28008,930,4654
GA,30185,1670,630,780,240,850,3490,1160,30,0,30,0,0,330,380,84837,1670,85722,64733,1400,290,114,30,60,129,260,3176,1120,7809,1260,8424,370,1883
GA,30187,3920,1500,1830,510,2060,8170,2720,40,0,40,0,0,570,940,242318,3920,244802,175491,3260,960,1056,40,110,318,600,8495,2820,26185,3090,27711,1420,7840
GA,30188,28110,11880,12470,3070,12970,57700,18990,300,120,180,20,40,3380,6210,2030188,28110,2058377,1556146,23660,7450,6580,50,660,2337,3690,55091,21040,250157,23110,265813,10850,57614
GA,30189,17850,7700,7920,1880,7960,36210,12300,160,110,70,20,40,2110,3630,1323612,17850,1341268,1001096,15240,4410,4213,30,430,1449,2160,34326,13270,169277,14430,179524,6750,36062
GA,30204,4950,2030,1630,1200,2900,10020,3700,0,0,0,0,130,1190,1110,202335,4950,204427,149526,4200,820,740,120,210,404,650,7867,2750,16677,3270,18403,1110,5558
GA,30205,1460,550,770,110,860,3000,920,0,0,0,0,0,130,400,144668,1460,146310,85177,1190,550,590,40,0,0,280,4063,1130,20697,1190,21815,620,6496
GA,30206,1250,450,540,210,700,2690,980,0,0,0,0,0,240,250,63564,1250,64148,50528,1060,250,108,40,40,69,150,2093,840,5169,940,5608,440,1751
GA,30213,15680,7040,3190,4970,8380,31140,12900,240,170,80,40,140,5050,2350,663028,15680,670448,573612,13730,1760,988,30,540,1699,1250,13864,9230,49994,10910,54360,5490,28708
GA,30214,14440,6140,5440,2440,7950,28400,9380,240,60,180,0,30,2300,4500,921353,14440,933393,602502,11300,4120,5072,40,350,1155,2830,41358,9930,106279,11140,112787,5530,46858
GA,30215,16080,6280,7570,1860,8550,33770,11740,190,40,140,0,30,1990,4240,1459214,16080,1476272,1031596,13250,5710,7018,100,340,1050,2730,41653,11910,213770,12780,223698,7140,66531
GA,30216,800,310,270,200,380,1690,660,0,0,0,0,0,250,170,28418,800,28572,21498,680,90,70,0,30,99,90,1093,410,1848,480,2056,160,929
GA,30217,3380,1340,1290,700,2050,7100,2620,50,0,50,0,40,860,660,143644,3380,144807,114634,2940,480,359,120,160,320,370,3921,2030,12028,2350,13140,700,3103
GA,30218,860,330,300,210,520,1740,600,0,0,0,0,0,240,190,39347,860,39747,31773,740,160,70,40,60,217,100,1088,520,3088,610,3390,240,959
GA,30220,2250,920,750,530,1300,4780,1890,20,0,20,0,0,710,340,99898,2250,100772,85450,2020,290,146,30,120,241,190,2021,1340,9409,1550,9990,550,2891
GA,30222,1760,720,490,520,1120,3580,1400,0,0,0,0,0,680,370,68496,1760,69182,52323,1490,240,193,60,90,184,190,2136,940,5163,1120,5723,400,1934
GA,30223,14670,5820,4460,4150,8190,30360,11790,260,30,230,0,300,4660,3250,561259,14670,566796,395496,12180,2230,2851,80,600,1417,2030,27204,7490,45429,9340,49810,3000,16809
GA,30224,10590,4270,3860,2210,5860,21510,7600,130,0,130,0,120,2460,2550,545572,10590,552596,380741,8770,2270,2449,90,390,972,1620,21874,6580,56003,7540,60490,3040,18560
GA,30228,18760,7530,5400,5320,9540,39240,16040,250,130,120,30,120,5550,2850,829831,18760,838280,694132,16340,2450,2017,40,610,1935,1670,19705,10860,66750,12940,72334,5960,30906
GA,30230,3500,1290,1280,890,2150,7520,2930,0,0,0,0,80,1100,640,145561,3500,146954,115942,3030,470,217,40,120,247,390,4715,1960,11012,2350,12238,790,3756
GA,30233,9100,3500,3700,1730,4510,19170,6780,80,20,60,0,80,2270,2080,464674,9100,469271,327801,7680,1670,2298,110,300,910,1320,16733,5820,41416,6650,44455,2580,13911
GA,30234,890,380,300,220,470,1870,740,0,0,0,0,0,290,180,37573,890,37868,30244,790,150,56,0,40,130,120,1492,530,2750,610,3010,240,1177
GA,30236,21180,9170,4880,6630,11740,42560,17370,340,180,160,50,230,6660,3780,919186,21180,930525,668229,17830,3040,4658,30,650,2160,2190,28981,11130,93068,13950,101251,5350,32860
GA,30238,17440,7530,3140,6350,9210,35930,16100,340,210,150,60,190,6430,2290,555619,17440,561393,479206,15250,1430,473,0,600,1845,1110,10916,8300,32629,10900,37524,4110,20567
GA,30240,12690,5360,4070,3070,8270,26400,10420,90,30,60,0,110,4060,2610,685152,12690,695443,492865,11050,2400,5757,110,400,925,1580,24272,7170,77420,8220,82494,3580,22492
GA,30241,10790,4820,2790,3030,7080,22200,9190,80,30,50,0,130,4010,1780,435412,10790,439939,356593,9680,1350,1521,100,370,786,1010,11953,5680,35451,6640,38606,2550,13597
GA,30248,10960,4100,4510,2060,5410,23980,9250,90,30,60,0,40,2390,1880,610977,10960,617890,482649,9550,1900,1284,50,330,1063,1200,15387,7400,56447,8240,60656,3880,20124
GA,30251,1010,440,350,230,520,2060,740,0,0,0,0,0,310,200,39555,1010,39863,31405,870,150,61,0,50,119,120,1659,600,2915,690,3161,240,943
GA,30252,18750,6940,8430,2910,9400,40730,15150,210,70,150,0,40,3300,3690,1208684,18750,1221475,938980,15970,4450,4203,110,490,1626,2490,34569,13270,125311,14600,132843,7730,40755
GA,30253,25010,10300,7380,6600,12860,50950,20020,310,130,180,30,160,6590,4130,1359137,25010,1376564,1034749,21640,4220,4885,40,810,2679,2540,33226,15540,150135,17890,160062,8150,53328
GA,30256,1090,400,510,150,640,2360,830,0,0,0,0,0,220,240,55726,1090,56168,42795,930,240,103,40,40,110,150,1717,740,5139,820,5533,290,1109
GA,30257,1720,610,800,290,960,3670,1240,0,0,0,0,0,340,430,82265,1720,83074,62666,1420,360,236,40,60,119,290,3555,1110,6553,1270,7081,530,2275
GA,30258,980,350,460,160,610,2150,780,0,0,0,0,0,210,210,45432,980,45775,35696,830,170,85,40,40,105,130,1331,600,3646,700,4079,270,980
GA,30259,1480,580,690,180,830,3020,950,20,0,20,0,0,240,380,92866,1480,93651,65723,1230,360,352,30,40,109,230,3268,1030,10467,1150,11020,520,2410
GA,30260,11350,5170,2330,3650,6630,23020,9790,170,80,80,20,140,3580,1650,342567,11350,346616,279088,9360,1050,580,0,400,1104,750,7447,5480,20584,7320,25103,1960,8691
GA,30263,24360,9980,8560,5290,13210,51520,20040,510,130,370,40,130,5960,4580,1357116,24360,1372207,1040226,21050,4680,5103,150,850,2204,2790,38402,15220,145390,17190,154838,7190,43157
GA,30265,15310,6060,6860,2050,7940,32270,11210,280,60,210,0,40,2420,3240,1149448,15310,1161943,885237,13190,4250,3334,40,430,1263,2170,31929,11400,139253,12220,145848,6180,42097
GA,30268,4560,1970,1380,1120,2530,9580,3870,40,20,20,0,30,1200,900,247298,4560,250409,160196,3800,810,1476,40,130,348,560,6958,2660,26489,3180,29063,1290,8623
GA,30269,17180,6740,8620,1500,8980,36900,12760,280,40,240,0,0,1360,4840,1758078,17180,1779319,1241696,13970,7040,10596,50,290,1041,3060,50354,13150,271978,13960,283411,7630,59760
GA,30273,7920,3510,1510,2680,4240,15790,6720,130,60,70,0,60,2650,1070,277934,7920,280931,241130,6880,780,555,0,270,808,570,5997,4310,17264,5280,19491,2280,11290
GA,30274,15340,7040,2120,5930,8250,30720,13830,370,220,150,60,220,5910,1860,423379,15340,427851,371831,13320,940,378,0,520,1542,780,6905,6850,22022,9380,26306,2880,13566
GA,30276,6870,2550,3330,890,3500,15240,5570,80,0,80,0,0,1050,1330,460419,6870,464973,364632,5960,1730,1204,50,190,518,870,11466,4990,50335,5430,52895,2740,12699
