STATE,zipcode,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,A00200,N00200,N00300,A00300,SCHF,N02300,A02300,N02500,A02500,N06500,A06500,N10300,A10300,N19700,A19700
GA,30635,6260,2360,2200,1620,3700,13320,5170,50,0,50,0,30,1630,1480,255613,6260,260124,178036,5300,1160,1914,200,440,658,850,11061,3460,21835,4070,24413,1100,6647
GA,30641,730,250,370,90,390,1540,470,0,0,0,0,0,130,220,44660,730,45505,28902,560,210,266,40,0,0,130,1705,500,4761,570,5047,250,1839
GA,30642,5340,1800,2420,1040,3150,10590,3030,190,100,90,50,40,970,2230,567592,5340,575850,249250,3800,2170,6747,110,120,340,1620,34319,3580,94418,4030,100023,2170,25071
GA,30643,6590,2650,2560,1260,4110,13260,4490,160,0,160,0,80,1390,1930,318980,6590,323457,201931,5210,1530,2565,200,310,473,1200,16932,4120,32545,4710,35188,1380,8444
GA,30646,3080,1160,1270,610,1600,6650,2480,20,0,20,0,0,630,660,145948,3080,147231,101351,2630,590,536,90,80,189,400,5241,1870,11994,2160,13123,690,3929
GA,30648,1070,390,440,230,540,2280,800,0,0,0,0,0,230,260,48558,1070,48977,34622,880,220,199,50,30,69,170,2090,670,3938,760,4341,220,1202
GA,30650,5460,2190,2080,1120,2810,11170,3990,70,20,50,0,40,1200,1350,325458,5460,330145,216161,4510,1300,2775,260,130,305,820,12692,3360,38847,3890,42027,1690,11863
GA,30655,10360,3920,3870,2370,5090,22040,8380,210,0,210,0,140,2710,2110,554421,10360,560622,383537,8810,1990,4209,110,290,737,1340,18552,6270,58116,7360,62935,2680,23422
GA,30656,6990,2600,3050,1160,3410,14640,5030,90,0,90,0,50,1410,1500,391838,6990,396695,285100,5930,1540,1892,80,180,407,970,13664,4730,40243,5330,43153,2170,10480
GA,30660,390,150,130,100,190,820,320,0,0,0,0,0,110,90,13305,390,13417,9564,320,70,32,30,0,0,60,626,200,811,250,1070,60,258
GA,30662,3050,1210,1250,530,1850,6360,2220,30,0,30,0,0,650,680,130031,3050,131549,88846,2510,540,536,220,190,249,410,4806,1790,11408,2180,12806,510,3116
GA,30663,1310,480,590,190,680,2730,930,0,0,0,0,0,260,330,68738,1310,69481,50565,1070,300,254,50,40,76,190,2463,870,6538,980,7075,430,1882
GA,30666,3870,1440,1710,630,1880,8220,2940,60,0,60,0,20,770,780,260107,3870,263931,180888,3310,880,1574,50,90,257,490,7266,2560,33736,2850,35921,1180,8608
GA,30667,340,140,120,60,190,710,270,0,0,0,0,0,70,80,15360,340,15527,11426,290,50,23,30,0,0,50,485,230,1336,260,1425,70,283
GA,30668,680,250,270,160,350,1360,470,0,0,0,0,0,160,210,27395,680,27595,20090,570,160,71,70,50,80,120,1362,400,2144,460,2323,110,522
GA,30669,1240,470,340,400,660,2610,1070,60,40,30,20,30,410,250,40317,1240,40655,32038,1050,180,103,30,50,108,130,1505,640,2463,780,2816,190,876
GA,30673,2960,1100,980,850,1550,6180,2420,0,0,0,0,40,750,760,121859,2960,123461,86416,2440,700,960,170,100,168,460,6148,1670,10121,1950,11032,570,3072
GA,30677,8470,3120,4430,720,4520,18390,6300,170,50,110,0,0,760,2350,844348,8470,856461,478457,6810,3220,5143,210,110,312,1540,25130,6340,129694,6870,135929,3430,44068
GA,30678,460,160,190,110,270,950,320,0,0,0,0,0,120,160,24367,460,24807,14527,370,140,106,30,0,0,100,1519,290,2434,330,2704,130,501
GA,30680,17920,7370,6880,3230,8120,37820,14050,380,20,360,0,140,4050,3090,823280,17920,831855,646197,15500,2660,3315,170,480,1220,1850,22193,11400,71909,13110,78250,4340,19471
GA,30683,3170,1350,1200,540,1490,6220,2040,100,70,40,0,0,580,750,147258,3170,148966,106913,2660,710,695,50,70,173,460,5769,2080,13009,2330,14129,750,3546
GA,30701,15590,5710,5970,3590,9020,35610,14970,130,20,110,0,220,3070,2680,731479,15590,738518,568951,13800,2460,3249,260,900,1317,1620,21067,9190,65972,10720,70976,2840,20630
GA,30705,12390,4590,4990,2580,6800,27910,11250,110,50,70,0,310,2790,1990,516284,12390,520281,408688,11160,1500,1975,180,1290,1705,1200,13649,7320,43980,8440,47279,1570,8264
GA,30707,6150,2310,2830,880,3130,12840,4280,60,0,60,0,80,1220,1380,287332,6150,290252,219573,5310,1170,1192,150,360,638,830,9568,4050,24688,4540,26987,1130,6716
GA,30708,140,60,60,20,60,300,100,0,0,0,0,0,40,30,5125,140,5125,3836,120,0,0,0,0,0,0,0,80,323,100,375,0,0
GA,30710,2590,920,1250,370,1230,5540,1870,50,20,30,0,50,460,550,144614,2590,146193,109594,2280,500,489,60,180,292,380,5011,1730,15376,1920,16239,610,3917
GA,30711,1290,450,610,230,700,2830,1000,0,0,0,0,40,300,240,50972,1290,51373,42237,1150,160,157,60,110,165,140,1480,820,3468,940,3856,140,657
GA,30720,11080,4640,3920,2300,6640,24560,10350,190,80,120,0,140,2000,2120,762194,11080,775911,432889,9720,2090,12866,50,880,1146,1280,21055,6620,114846,7620,120953,2400,40605
GA,30721,20830,7870,7140,5540,13560,52130,25450,380,170,220,40,420,4590,2910,762287,20830,767700,630623,18990,2120,3043,120,2690,2983,1510,17119,10450,52782,12810,57560,2650,14291
GA,30725,1870,700,880,240,900,3930,1290,20,0,20,0,0,360,450,93214,1870,94394,71095,1570,410,207,0,60,129,270,3449,1260,8593,1410,9552,450,2647
GA,30728,7080,2650,2920,1350,3580,14740,5140,90,0,90,0,170,1560,1470,287013,7080,289724,224846,6170,1150,889,180,640,766,860,10116,4300,21457,4900,23478,1030,5057
GA,30730,730,260,300,170,410,1530,550,0,0,0,0,0,160,170,27115,730,27384,22349,630,110,31,40,70,71,100,1022,440,1726,500,1852,130,615
GA,30731,890,330,410,140,560,1780,560,0,0,0,0,0,170,240,38716,890,39077,27869,710,180,147,40,70,143,150,1782,590,3176,680,3477,150,543
GA,30733,740,280,320,140,440,1610,590,0,0,0,0,0,180,160,29724,740,29910,24034,640,90,30,20,60,105,90,990,450,2102,540,2355,90,479
GA,30734,1160,390,580,170,660,2530,850,0,0,0,0,0,240,250,52116,1160,52669,40528,970,210,148,70,70,117,150,1897,710,4422,840,4879,190,907
GA,30735,2560,930,1060,530,1440,5710,2220,0,0,0,0,60,580,440,98369,2560,99136,79927,2270,300,156,70,210,340,240,2386,1500,7330,1750,8124,340,1658
GA,30736,17160,6240,8490,2100,7920,36610,12300,220,60,160,0,130,2950,3800,971116,17160,983119,752954,14820,3600,3572,180,570,1076,2450,32868,11970,97647,13190,105394,4510,28012
GA,30738,1480,570,750,140,810,2990,840,20,0,20,0,0,250,450,75897,1480,76861,52509,1210,390,229,50,60,143,270,3471,1000,7622,1120,8360,280,1552
GA,30739,2160,760,1120,240,1180,4610,1460,0,0,0,0,0,320,540,116042,2160,117114,90730,1820,540,281,60,130,196,360,4488,1530,10381,1690,11292,560,2979
GA,30740,3800,1420,1680,570,1950,7910,2680,70,30,50,0,40,630,850,243775,3800,247167,167586,3280,810,1667,70,230,405,520,7556,2600,32876,2890,34871,920,8003
GA,30741,11070,4710,4010,2090,4950,22150,7610,210,90,120,0,150,2660,2460,395156,11070,398655,314719,9520,1460,1030,0,460,973,1370,13698,6690,28575,7670,31658,1300,6173
GA,30742,2990,1330,1020,550,1320,5730,1870,60,30,30,0,0,680,680,112110,2990,112885,89080,2590,420,209,0,120,198,380,4214,1900,8244,2100,9015,410,1851
GA,30746,530,180,270,80,300,1110,320,0,0,0,0,0,80,140,28009,530,28273,21253,480,120,62,30,30,23,80,982,370,2706,410,2903,120,583
